Total number of projects,Transaction Time,Current Time MS
5188,3,1617584346515
5189,4,1617584346518
5190,4,1617584346522
5191,4,1617584346526
5192,3,1617584346530
5193,4,1617584346533
5194,4,1617584346537
5195,4,1617584346541
5196,4,1617584346545
5197,3,1617584346549
5198,3,1617584346552
5199,4,1617584346555
5200,3,1617584346559
5201,4,1617584346562
5202,4,1617584346566
5203,3,1617584346570
5204,3,1617584346574
5205,3,1617584346577
5206,4,1617584346580
5207,3,1617584346584
5208,4,1617584346587
5209,4,1617584346591
5210,3,1617584346595
5211,3,1617584346598
5212,4,1617584346601
5213,3,1617584346605
5214,4,1617584346608
5215,3,1617584346612
5216,3,1617584346615
5217,3,1617584346618
5218,3,1617584346621
5219,4,1617584346624
5220,4,1617584346628
5221,3,1617584346632
5222,4,1617584346635
5223,3,1617584346639
5224,4,1617584346642
5225,3,1617584346646
5226,4,1617584346649
5227,3,1617584346653
5228,4,1617584346656
5229,3,1617584346660
5230,3,1617584346663
5231,4,1617584346666
5232,3,1617584346670
5233,4,1617584346673
5234,3,1617584346677
5235,4,1617584346680
5236,4,1617584346684
5237,3,1617584346688
5238,3,1617584346691
5239,3,1617584346694
5240,4,1617584346697
5241,3,1617584346701
5242,3,1617584346704
5243,4,1617584346707
5244,3,1617584346711
5245,3,1617584346714
5246,3,1617584346717
5247,4,1617584346720
5248,3,1617584346724
5249,5,1617584346727
5250,4,1617584346732
5251,4,1617584346736
5252,5,1617584346740
5253,4,1617584346745
5254,4,1617584346749
5255,4,1617584346753
5256,4,1617584346757
5257,4,1617584346761
5258,4,1617584346765
5259,4,1617584346769
5260,5,1617584346773
5261,4,1617584346778
5262,4,1617584346782
5263,3,1617584346786
5264,4,1617584346789
5265,3,1617584346793
5266,4,1617584346796
5267,3,1617584346800
5268,3,1617584346803
5269,4,1617584346806
5270,4,1617584346810
5271,4,1617584346814
5272,4,1617584346818
5273,4,1617584346822
5274,6,1617584346826
5275,4,1617584346832
5276,5,1617584346836
5277,3,1617584346841
5278,4,1617584346844
5279,3,1617584346848
5280,4,1617584346851
5281,3,1617584346855
5282,3,1617584346858
5283,4,1617584346861
5284,3,1617584346865
5285,4,1617584346868
5286,3,1617584346872
5287,3,1617584346875
5288,3,1617584346878
5289,8,1617584346881
5290,3,1617584346889
5291,4,1617584346892
5292,3,1617584346896
5293,3,1617584346899
5294,4,1617584346902
5295,3,1617584346906
5296,3,1617584346909
5297,4,1617584346912
5298,3,1617584346916
5299,3,1617584346919
5300,4,1617584346922
5301,3,1617584346926
5302,3,1617584346929
5303,3,1617584346932
5304,3,1617584346935
5305,3,1617584346938
5306,3,1617584346941
5307,4,1617584346944
5308,3,1617584346948
5309,4,1617584346951
5310,3,1617584346955
5311,4,1617584346958
5312,3,1617584346962
5313,3,1617584346965
5314,4,1617584346968
5315,3,1617584346972
5316,3,1617584346975
5317,3,1617584346978
5318,4,1617584346981
5319,3,1617584346985
5320,3,1617584346988
5321,3,1617584346991
5322,4,1617584346994
5323,3,1617584346998
5324,5,1617584347001
5325,3,1617584347006
5326,4,1617584347009
5327,3,1617584347013
5328,3,1617584347016
5329,3,1617584347019
5330,3,1617584347022
5331,4,1617584347025
5332,3,1617584347029
5333,3,1617584347032
5334,4,1617584347035
5335,3,1617584347039
5336,3,1617584347042
5337,4,1617584347045
5338,4,1617584347049
5339,4,1617584347053
5340,6,1617584347057
5341,7,1617584347063
5342,6,1617584347070
5343,6,1617584347076
5344,5,1617584347082
5345,5,1617584347087
5346,6,1617584347092
5347,4,1617584347098
5348,4,1617584347102
5349,3,1617584347106
5350,5,1617584347109
5351,4,1617584347114
5352,4,1617584347118
5353,4,1617584347122
5354,5,1617584347126
5355,4,1617584347131
5356,4,1617584347135
5357,4,1617584347139
5358,4,1617584347143
5359,3,1617584347147
5360,4,1617584347150
5361,5,1617584347154
5362,5,1617584347159
5363,3,1617584347164
5364,4,1617584347167
5365,4,1617584347171
5366,3,1617584347175
5367,4,1617584347178
5368,3,1617584347182
5369,3,1617584347185
5370,4,1617584347188
5371,4,1617584347192
5372,3,1617584347196
5373,4,1617584347199
5374,4,1617584347203
5375,4,1617584347207
5376,4,1617584347211
5377,4,1617584347215
5378,4,1617584347219
5379,4,1617584347223
5380,5,1617584347227
5381,4,1617584347232
5382,4,1617584347236
5383,4,1617584347240
5384,4,1617584347244
5385,4,1617584347248
5386,3,1617584347253
5387,4,1617584347256
5388,3,1617584347260
5389,4,1617584347263
5390,3,1617584347267
5391,4,1617584347270
5392,3,1617584347274
5393,3,1617584347277
5394,4,1617584347280
5395,3,1617584347284
5396,4,1617584347287
5397,3,1617584347291
5398,3,1617584347294
5399,3,1617584347297
5400,4,1617584347300
5401,3,1617584347304
5402,3,1617584347307
5403,3,1617584347310
5404,4,1617584347313
5405,3,1617584347317
5406,3,1617584347320
5407,4,1617584347323
5408,3,1617584347327
5409,3,1617584347330
5410,4,1617584347333
5411,3,1617584347337
5412,4,1617584347340
5413,3,1617584347344
5414,3,1617584347347
5415,3,1617584347350
5416,3,1617584347353
5417,4,1617584347356
5418,3,1617584347360
5419,4,1617584347363
5420,3,1617584347367
5421,3,1617584347370
5422,4,1617584347373
5423,3,1617584347377
5424,4,1617584347380
5425,3,1617584347384
5426,3,1617584347387
5427,4,1617584347390
5428,3,1617584347394
5429,3,1617584347397
5430,3,1617584347400
5431,5,1617584347403
5432,3,1617584347408
5433,3,1617584347411
5434,4,1617584347414
5435,3,1617584347418
5436,3,1617584347421
5437,4,1617584347424
5438,4,1617584347428
5439,3,1617584347432
5440,3,1617584347435
5441,3,1617584347438
5442,4,1617584347441
5443,3,1617584347445
5444,4,1617584347448
5445,3,1617584347452
5446,4,1617584347455
5447,4,1617584347459
5448,3,1617584347463
5449,3,1617584347466
5450,3,1617584347469
5451,4,1617584347472
5452,3,1617584347476
5453,3,1617584347479
5454,3,1617584347482
5455,3,1617584347485
5456,3,1617584347488
5457,3,1617584347491
5458,4,1617584347494
5459,3,1617584347498
5460,3,1617584347501
5461,3,1617584347504
5462,3,1617584347507
5463,3,1617584347510
5464,3,1617584347513
5465,4,1617584347516
5466,3,1617584347520
5467,3,1617584347523
5468,3,1617584347526
5469,4,1617584347529
5470,3,1617584347533
5471,3,1617584347536
5472,3,1617584347539
5473,3,1617584347542
5474,3,1617584347545
5475,4,1617584347548
5476,3,1617584347552
5477,3,1617584347555
5478,3,1617584347558
5479,4,1617584347561
5480,3,1617584347565
5481,3,1617584347568
5482,3,1617584347571
5483,3,1617584347574
5484,3,1617584347577
5485,3,1617584347580
5486,3,1617584347583
5487,3,1617584347587
5488,3,1617584347590
5489,3,1617584347593
5490,3,1617584347596
5491,3,1617584347599
5492,3,1617584347602
5493,3,1617584347605
5494,3,1617584347608
5495,4,1617584347611
5496,3,1617584347615
5497,3,1617584347618
5498,3,1617584347621
5499,3,1617584347624
5500,4,1617584347627
5501,3,1617584347631
5502,3,1617584347634
5503,4,1617584347637
5504,3,1617584347641
5505,4,1617584347644
5506,3,1617584347648
5507,3,1617584347651
5508,4,1617584347654
5509,3,1617584347658
5510,4,1617584347661
5511,3,1617584347665
5512,4,1617584347668
5513,3,1617584347672
5514,3,1617584347675
5515,4,1617584347678
5516,3,1617584347682
5517,3,1617584347685
5518,4,1617584347688
5519,3,1617584347692
5520,4,1617584347695
5521,3,1617584347699
5522,3,1617584347702
5523,4,1617584347705
5524,3,1617584347709
5525,3,1617584347712
5526,4,1617584347715
5527,3,1617584347719
5528,4,1617584347722
5529,3,1617584347726
5530,4,1617584347729
5531,4,1617584347733
5532,4,1617584347737
5533,4,1617584347741
5534,3,1617584347745
5535,3,1617584347749
5536,5,1617584347752
5537,3,1617584347757
5538,5,1617584347760
5539,4,1617584347765
5540,4,1617584347769
5541,3,1617584347773
5542,4,1617584347776
5543,3,1617584347780
5544,4,1617584347783
5545,3,1617584347787
5546,3,1617584347790
5547,4,1617584347793
5548,3,1617584347797
5549,3,1617584347800
5550,4,1617584347803
5551,3,1617584347807
5552,4,1617584347810
5553,4,1617584347814
5554,4,1617584347818
5555,3,1617584347822
5556,4,1617584347825
5557,3,1617584347829
5558,4,1617584347832
5559,3,1617584347836
5560,3,1617584347839
5561,4,1617584347842
5562,3,1617584347846
5563,3,1617584347849
5564,3,1617584347852
5565,4,1617584347855
5566,3,1617584347859
5567,3,1617584347862
5568,4,1617584347865
5569,3,1617584347869
5570,3,1617584347872
5571,4,1617584347875
5572,3,1617584347879
5573,3,1617584347882
5574,3,1617584347885
5575,3,1617584347888
5576,3,1617584347891
5577,3,1617584347894
5578,4,1617584347897
5579,4,1617584347901
5580,3,1617584347905
5581,3,1617584347908
5582,3,1617584347911
5583,3,1617584347914
5584,3,1617584347917
5585,3,1617584347920
5586,3,1617584347923
5587,3,1617584347927
5588,3,1617584347930
5589,3,1617584347933
5590,4,1617584347936
5591,3,1617584347940
5592,4,1617584347943
5593,4,1617584347947
5594,4,1617584347951
5595,3,1617584347955
5596,3,1617584347958
5597,3,1617584347961
5598,4,1617584347964
5599,3,1617584347968
5600,3,1617584347971
5601,3,1617584347974
5602,3,1617584347977
5603,4,1617584347980
5604,3,1617584347984
5605,3,1617584347987
5606,4,1617584347990
5607,3,1617584347994
5608,3,1617584347997
5609,3,1617584348000
5610,4,1617584348003
5611,3,1617584348007
5612,3,1617584348010
5613,3,1617584348013
5614,3,1617584348016
5615,4,1617584348019
5616,3,1617584348023
5617,3,1617584348026
5618,3,1617584348029
5619,3,1617584348032
5620,3,1617584348035
5621,3,1617584348038
5622,4,1617584348041
5623,3,1617584348045
5624,3,1617584348048
5625,3,1617584348051
5626,3,1617584348054
5627,3,1617584348057
5628,4,1617584348060
5629,3,1617584348064
5630,3,1617584348067
5631,4,1617584348070
5632,3,1617584348074
5633,4,1617584348077
5634,3,1617584348081
5635,3,1617584348084
5636,3,1617584348088
5637,3,1617584348091
5638,3,1617584348094
5639,3,1617584348097
5640,4,1617584348100
5641,4,1617584348104
5642,3,1617584348108
5643,3,1617584348111
5644,3,1617584348114
5645,3,1617584348117
5646,4,1617584348120
5647,3,1617584348124
5648,3,1617584348127
5649,3,1617584348130
5650,3,1617584348133
5651,4,1617584348136
5652,3,1617584348140
5653,3,1617584348143
5654,3,1617584348146
5655,3,1617584348149
5656,3,1617584348152
5657,4,1617584348155
5658,3,1617584348159
5659,3,1617584348162
5660,3,1617584348165
5661,3,1617584348168
5662,4,1617584348171
5663,3,1617584348175
5664,4,1617584348178
5665,3,1617584348182
5666,3,1617584348185
5667,3,1617584348188
5668,4,1617584348191
5669,3,1617584348195
5670,3,1617584348198
5671,3,1617584348201
5672,3,1617584348204
5673,4,1617584348207
5674,3,1617584348211
5675,3,1617584348214
5676,3,1617584348217
5677,4,1617584348220
5678,3,1617584348224
5679,3,1617584348227
5680,4,1617584348230
5681,3,1617584348234
5682,4,1617584348237
5683,4,1617584348241
5684,3,1617584348245
5685,3,1617584348248
5686,3,1617584348251
5687,3,1617584348255
5688,3,1617584348258
5689,3,1617584348261
5690,3,1617584348264
5691,4,1617584348267
5692,3,1617584348271
5693,3,1617584348274
5694,3,1617584348277
5695,3,1617584348280
5696,3,1617584348283
5697,3,1617584348286
5698,4,1617584348289
5699,3,1617584348293
5700,3,1617584348296
5701,3,1617584348300
5702,3,1617584348303
5703,3,1617584348306
5704,3,1617584348309
5705,3,1617584348312
5706,3,1617584348315
5707,3,1617584348318
5708,4,1617584348321
5709,4,1617584348325
5710,3,1617584348329
5711,3,1617584348332
5712,4,1617584348335
5713,3,1617584348339
5714,3,1617584348342
5715,3,1617584348345
5716,3,1617584348348
5717,3,1617584348351
5718,3,1617584348354
5719,3,1617584348357
5720,4,1617584348360
5721,3,1617584348364
5722,3,1617584348367
5723,3,1617584348370
5724,3,1617584348373
5725,3,1617584348376
5726,4,1617584348379
5727,3,1617584348383
5728,3,1617584348386
5729,3,1617584348389
5730,3,1617584348392
5731,3,1617584348395
5732,3,1617584348398
5733,3,1617584348402
5734,3,1617584348405
5735,3,1617584348408
5736,3,1617584348411
5737,3,1617584348414
5738,4,1617584348417
5739,3,1617584348421
5740,3,1617584348424
5741,3,1617584348427
5742,3,1617584348430
5743,3,1617584348433
5744,3,1617584348436
5745,3,1617584348440
5746,3,1617584348443
5747,3,1617584348446
5748,3,1617584348449
5749,4,1617584348452
5750,3,1617584348456
5751,3,1617584348459
5752,3,1617584348462
5753,3,1617584348465
5754,3,1617584348468
5755,4,1617584348471
5756,3,1617584348475
5757,3,1617584348478
5758,4,1617584348481
5759,3,1617584348485
5760,3,1617584348488
5761,3,1617584348491
5762,3,1617584348494
5763,4,1617584348497
5764,3,1617584348501
5765,3,1617584348504
5766,3,1617584348507
5767,3,1617584348510
5768,4,1617584348513
5769,3,1617584348517
5770,3,1617584348520
5771,3,1617584348523
5772,3,1617584348526
5773,4,1617584348529
5774,3,1617584348533
5775,3,1617584348536
5776,3,1617584348539
5777,3,1617584348542
5778,3,1617584348545
5779,3,1617584348548
5780,4,1617584348551
5781,3,1617584348555
5782,3,1617584348558
5783,3,1617584348561
5784,3,1617584348564
5785,3,1617584348567
5786,4,1617584348570
5787,3,1617584348574
5788,3,1617584348577
5789,3,1617584348580
5790,3,1617584348583
5791,3,1617584348586
5792,3,1617584348589
5793,3,1617584348592
5794,3,1617584348595
5795,3,1617584348598
5796,3,1617584348601
5797,3,1617584348605
5798,3,1617584348608
5799,3,1617584348611
5800,3,1617584348614
5801,3,1617584348617
5802,4,1617584348620
5803,3,1617584348624
5804,3,1617584348627
5805,3,1617584348630
5806,4,1617584348633
5807,3,1617584348637
5808,3,1617584348640
5809,3,1617584348643
5810,3,1617584348646
5811,3,1617584348649
5812,4,1617584348652
5813,3,1617584348656
5814,3,1617584348659
5815,3,1617584348662
5816,3,1617584348665
5817,4,1617584348668
5818,3,1617584348672
5819,3,1617584348675
5820,3,1617584348678
5821,3,1617584348681
5822,4,1617584348684
5823,3,1617584348688
5824,3,1617584348691
5825,3,1617584348694
5826,3,1617584348697
5827,4,1617584348700
5828,3,1617584348704
5829,3,1617584348707
5830,3,1617584348710
5831,3,1617584348713
5832,4,1617584348716
5833,3,1617584348720
5834,3,1617584348723
5835,3,1617584348726
5836,3,1617584348730
5837,3,1617584348733
5838,3,1617584348736
5839,4,1617584348739
5840,3,1617584348743
5841,3,1617584348746
5842,4,1617584348749
5843,3,1617584348753
5844,3,1617584348756
5845,4,1617584348759
5846,3,1617584348763
5847,3,1617584348766
5848,4,1617584348769
5849,3,1617584348773
5850,3,1617584348776
5851,4,1617584348779
5852,3,1617584348783
5853,3,1617584348786
5854,4,1617584348789
5855,3,1617584348793
5856,3,1617584348796
5857,3,1617584348799
5858,4,1617584348802
5859,3,1617584348806
5860,3,1617584348809
5861,4,1617584348812
5862,3,1617584348816
5863,3,1617584348819
5864,4,1617584348822
5865,3,1617584348826
5866,4,1617584348829
5867,3,1617584348833
5868,3,1617584348836
5869,4,1617584348839
5870,3,1617584348843
5871,3,1617584348846
5872,4,1617584348849
5873,3,1617584348853
5874,4,1617584348856
5875,3,1617584348860
5876,3,1617584348863
5877,4,1617584348866
5878,3,1617584348870
5879,4,1617584348873
5880,3,1617584348877
5881,3,1617584348880
5882,4,1617584348883
5883,3,1617584348887
5884,4,1617584348890
5885,3,1617584348894
5886,4,1617584348897
5887,3,1617584348901
5888,3,1617584348904
5889,3,1617584348907
5890,3,1617584348911
5891,3,1617584348914
5892,4,1617584348917
5893,3,1617584348921
5894,4,1617584348924
5895,3,1617584348928
5896,4,1617584348931
5897,3,1617584348935
5898,4,1617584348938
5899,3,1617584348942
5900,4,1617584348945
5901,4,1617584348949
5902,4,1617584348953
5903,4,1617584348957
5904,3,1617584348961
5905,4,1617584348964
5906,3,1617584348968
5907,4,1617584348971
5908,3,1617584348975
5909,4,1617584348978
5910,3,1617584348982
5911,4,1617584348985
5912,3,1617584348989
5913,3,1617584348992
5914,4,1617584348995
5915,4,1617584348999
5916,3,1617584349003
5917,4,1617584349006
5918,4,1617584349010
5919,3,1617584349014
5920,3,1617584349018
5921,4,1617584349021
5922,3,1617584349025
5923,3,1617584349028
5924,4,1617584349031
5925,3,1617584349035
5926,3,1617584349038
5927,4,1617584349041
5928,3,1617584349045
5929,4,1617584349048
5930,3,1617584349052
5931,3,1617584349055
5932,4,1617584349058
5933,3,1617584349062
5934,3,1617584349065
5935,3,1617584349068
5936,4,1617584349071
5937,3,1617584349075
5938,3,1617584349078
5939,4,1617584349081
5940,3,1617584349085
5941,3,1617584349088
5942,3,1617584349091
5943,4,1617584349094
5944,3,1617584349098
5945,4,1617584349101
5946,4,1617584349105
5947,3,1617584349109
5948,3,1617584349112
5949,4,1617584349115
5950,3,1617584349119
5951,3,1617584349122
5952,4,1617584349125
5953,3,1617584349129
5954,3,1617584349132
5955,4,1617584349135
5956,3,1617584349139
5957,4,1617584349142
5958,3,1617584349146
5959,3,1617584349149
5960,6,1617584349152
5961,5,1617584349158
5962,5,1617584349163
5963,4,1617584349168
5964,4,1617584349172
5965,4,1617584349176
5966,4,1617584349180
5967,4,1617584349184
5968,4,1617584349188
5969,4,1617584349192
5970,5,1617584349196
5971,3,1617584349201
5972,4,1617584349204
5973,3,1617584349208
5974,4,1617584349211
5975,3,1617584349215
5976,4,1617584349218
5977,7,1617584349222
5978,7,1617584349229
5979,7,1617584349236
5980,5,1617584349243
5981,7,1617584349248
5982,6,1617584349255
5983,6,1617584349261
5984,5,1617584349267
5985,6,1617584349272
5986,5,1617584349278
5987,6,1617584349283
5988,5,1617584349289
5989,5,1617584349294
5990,5,1617584349299
5991,4,1617584349304
5992,5,1617584349308
5993,4,1617584349313
5994,3,1617584349317
5995,3,1617584349320
5996,3,1617584349323
5997,3,1617584349327
5998,3,1617584349330
5999,3,1617584349333
6000,4,1617584349336
6001,3,1617584349340
6002,3,1617584349343
6003,3,1617584349346
6004,4,1617584349349
6005,3,1617584349353
6006,3,1617584349356
6007,2,1617584349359
6008,3,1617584349361
6009,3,1617584349364
6010,3,1617584349367
6011,3,1617584349370
6012,2,1617584349373
6013,3,1617584349375
6014,3,1617584349378
6015,3,1617584349381
6016,3,1617584349384
6017,3,1617584349387
6018,2,1617584349390
6019,3,1617584349392
6020,3,1617584349395
6021,3,1617584349398
6022,3,1617584349401
6023,3,1617584349404
6024,3,1617584349407
6025,3,1617584349410
6026,3,1617584349413
6027,3,1617584349416
6028,3,1617584349419
6029,2,1617584349422
6030,4,1617584349424
6031,3,1617584349428
6032,3,1617584349431
6033,3,1617584349434
6034,3,1617584349437
6035,2,1617584349440
6036,3,1617584349442
6037,3,1617584349445
6038,3,1617584349448
6039,3,1617584349451
6040,3,1617584349454
6041,2,1617584349457
6042,2,1617584349460
6043,3,1617584349462
6044,3,1617584349465
6045,3,1617584349468
6046,3,1617584349471
6047,3,1617584349474
6048,3,1617584349477
6049,3,1617584349480
6050,2,1617584349483
6051,3,1617584349485
6052,3,1617584349488
6053,3,1617584349491
6054,3,1617584349494
6055,2,1617584349497
6056,3,1617584349499
6057,3,1617584349502
6058,3,1617584349505
6059,3,1617584349508
6060,2,1617584349511
6061,3,1617584349513
6062,3,1617584349516
6063,3,1617584349519
6064,3,1617584349522
6065,2,1617584349525
6066,3,1617584349527
6067,3,1617584349530
6068,3,1617584349533
6069,3,1617584349536
6070,2,1617584349539
6071,3,1617584349541
6072,3,1617584349544
6073,3,1617584349547
6074,3,1617584349550
6075,2,1617584349553
6076,3,1617584349555
6077,3,1617584349558
6078,3,1617584349561
6079,2,1617584349564
6080,3,1617584349566
6081,3,1617584349569
6082,2,1617584349572
6083,3,1617584349574
6084,3,1617584349577
6085,3,1617584349580
6086,2,1617584349583
6087,4,1617584349585
6088,3,1617584349589
6089,2,1617584349592
6090,3,1617584349594
6091,3,1617584349597
6092,3,1617584349600
6093,3,1617584349603
6094,2,1617584349606
6095,3,1617584349608
6096,3,1617584349611
6097,3,1617584349614
6098,3,1617584349617
6099,2,1617584349620
6100,3,1617584349622
6101,3,1617584349625
6102,3,1617584349628
6103,3,1617584349631
6104,2,1617584349634
6105,3,1617584349636
6106,3,1617584349639
6107,3,1617584349642
6108,2,1617584349645
6109,3,1617584349647
6110,4,1617584349650
6111,3,1617584349654
6112,3,1617584349657
6113,3,1617584349660
6114,3,1617584349663
6115,3,1617584349666
6116,3,1617584349669
6117,3,1617584349672
6118,3,1617584349675
6119,4,1617584349678
6120,3,1617584349682
6121,3,1617584349685
6122,3,1617584349688
6123,4,1617584349691
6124,3,1617584349695
6125,3,1617584349698
6126,3,1617584349701
6127,3,1617584349704
6128,3,1617584349707
6129,3,1617584349710
6130,3,1617584349713
6131,3,1617584349716
6132,2,1617584349719
6133,3,1617584349721
6134,3,1617584349724
6135,3,1617584349727
6136,4,1617584349730
6137,2,1617584349734
6138,2,1617584349737
6139,3,1617584349739
6140,3,1617584349742
6141,3,1617584349745
6142,3,1617584349748
6143,3,1617584349751
6144,3,1617584349754
6145,2,1617584349757
6146,4,1617584349759
6147,3,1617584349763
6148,3,1617584349766
6149,3,1617584349769
6150,3,1617584349772
6151,3,1617584349775
6152,3,1617584349778
6153,3,1617584349781
6154,4,1617584349784
6155,5,1617584349788
6156,5,1617584349793
6157,4,1617584349798
6158,4,1617584349802
6159,3,1617584349806
6160,5,1617584349809
6161,5,1617584349814
6162,5,1617584349819
6163,3,1617584349824
6164,3,1617584349827
6165,3,1617584349830
6166,3,1617584349833
6167,4,1617584349836
6168,3,1617584349840
6169,3,1617584349843
6170,3,1617584349846
6171,3,1617584349849
6172,2,1617584349852
6173,2,1617584349855
6174,3,1617584349857
6175,3,1617584349860
6176,3,1617584349863
6177,4,1617584349866
6178,3,1617584349870
6179,3,1617584349873
6180,2,1617584349876
6181,3,1617584349878
6182,3,1617584349881
6183,3,1617584349884
6184,3,1617584349887
6185,3,1617584349890
6186,3,1617584349893
6187,3,1617584349896
6188,3,1617584349899
6189,3,1617584349902
6190,2,1617584349905
6191,3,1617584349907
6192,3,1617584349910
6193,3,1617584349913
6194,3,1617584349916
6195,3,1617584349919
6196,3,1617584349922
6197,3,1617584349925
6198,3,1617584349928
6199,3,1617584349931
6200,3,1617584349934
6201,2,1617584349937
6202,2,1617584349940
6203,3,1617584349942
6204,3,1617584349945
6205,4,1617584349948
6206,3,1617584349952
6207,3,1617584349955
6208,4,1617584349958
6209,3,1617584349962
6210,3,1617584349965
6211,3,1617584349968
6212,3,1617584349971
6213,3,1617584349974
6214,2,1617584349977
6215,2,1617584349980
6216,3,1617584349982
6217,3,1617584349985
6218,3,1617584349988
6219,3,1617584349991
6220,3,1617584349994
6221,3,1617584349997
6222,3,1617584350000
6223,2,1617584350003
6224,10,1617584350005
6225,3,1617584350015
6226,3,1617584350018
6227,14,1617584350021
6228,3,1617584350035
6229,3,1617584350038
6230,4,1617584350041
6231,3,1617584350045
6232,3,1617584350048
6233,3,1617584350051
6234,3,1617584350054
6235,3,1617584350057
6236,3,1617584350060
6237,4,1617584350063
6238,3,1617584350067
6239,3,1617584350070
6240,4,1617584350073
6241,3,1617584350077
6242,4,1617584350080
6243,3,1617584350084
6244,3,1617584350087
6245,3,1617584350090
6246,3,1617584350093
6247,3,1617584350096
6248,3,1617584350099
6249,2,1617584350102
6250,3,1617584350104
6251,3,1617584350107
6252,3,1617584350110
6253,3,1617584350113
6254,3,1617584350116
6255,3,1617584350119
6256,3,1617584350122
6257,3,1617584350125
6258,2,1617584350128
6259,3,1617584350130
6260,3,1617584350133
6261,3,1617584350136
6262,2,1617584350139
6263,3,1617584350141
6264,3,1617584350144
6265,3,1617584350147
6266,3,1617584350150
6267,3,1617584350153
6268,4,1617584350156
6269,3,1617584350160
6270,2,1617584350163
6271,3,1617584350165
6272,3,1617584350168
6273,3,1617584350171
6274,3,1617584350174
6275,4,1617584350177
6276,3,1617584350181
6277,2,1617584350184
6278,3,1617584350186
6279,3,1617584350189
6280,3,1617584350192
6281,3,1617584350195
6282,3,1617584350198
6283,3,1617584350201
6284,3,1617584350204
6285,3,1617584350207
6286,3,1617584350210
6287,3,1617584350213
6288,2,1617584350216
6289,3,1617584350218
6290,3,1617584350222
6291,3,1617584350225
6292,3,1617584350228
6293,3,1617584350231
6294,3,1617584350234
6295,3,1617584350237
6296,3,1617584350240
6297,3,1617584350243
6298,3,1617584350246
6299,4,1617584350249
6300,3,1617584350253
6301,3,1617584350256
6302,2,1617584350259
6303,3,1617584350261
6304,3,1617584350264
6305,3,1617584350267
6306,3,1617584350270
6307,3,1617584350273
6308,3,1617584350276
6309,3,1617584350279
6310,3,1617584350282
6311,2,1617584350285
6312,2,1617584350288
6313,3,1617584350290
6314,3,1617584350293
6315,3,1617584350296
6316,3,1617584350299
6317,2,1617584350302
6318,3,1617584350304
6319,3,1617584350307
6320,3,1617584350310
6321,3,1617584350313
6322,3,1617584350316
6323,3,1617584350319
6324,3,1617584350322
6325,3,1617584350325
6326,3,1617584350328
6327,3,1617584350331
6328,3,1617584350334
6329,3,1617584350337
6330,3,1617584350340
6331,3,1617584350343
6332,3,1617584350346
6333,2,1617584350349
6334,3,1617584350351
6335,3,1617584350354
6336,3,1617584350357
6337,3,1617584350360
6338,3,1617584350363
6339,2,1617584350366
6340,3,1617584350368
6341,3,1617584350371
6342,3,1617584350374
6343,3,1617584350377
6344,3,1617584350380
6345,3,1617584350383
6346,3,1617584350386
6347,3,1617584350389
6348,3,1617584350392
6349,3,1617584350395
6350,2,1617584350398
6351,3,1617584350400
6352,4,1617584350403
6353,2,1617584350407
6354,3,1617584350409
6355,3,1617584350412
6356,3,1617584350415
6357,2,1617584350418
6358,3,1617584350420
6359,4,1617584350423
6360,5,1617584350427
6361,5,1617584350432
6362,3,1617584350437
6363,3,1617584350440
6364,3,1617584350443
6365,4,1617584350446
6366,4,1617584350450
6367,3,1617584350454
6368,3,1617584350457
6369,3,1617584350460
6370,3,1617584350463
6371,3,1617584350466
6372,2,1617584350469
6373,3,1617584350471
6374,3,1617584350474
6375,3,1617584350477
6376,3,1617584350480
6377,3,1617584350483
6378,3,1617584350486
6379,3,1617584350489
6380,4,1617584350492
6381,2,1617584350496
6382,3,1617584350498
6383,3,1617584350501
6384,3,1617584350504
6385,3,1617584350507
6386,4,1617584350510
6387,3,1617584350514
6388,3,1617584350517
6389,3,1617584350520
6390,4,1617584350523
6391,3,1617584350527
6392,3,1617584350530
6393,3,1617584350533
6394,3,1617584350536
6395,3,1617584350539
6396,3,1617584350542
6397,3,1617584350545
6398,4,1617584350548
6399,3,1617584350552
6400,3,1617584350555
6401,3,1617584350558
6402,3,1617584350561
6403,3,1617584350564
6404,3,1617584350567
6405,3,1617584350570
6406,4,1617584350573
6407,3,1617584350577
6408,3,1617584350580
6409,3,1617584350583
6410,3,1617584350586
6411,2,1617584350589
6412,3,1617584350591
6413,4,1617584350594
6414,3,1617584350598
6415,3,1617584350601
6416,3,1617584350604
6417,2,1617584350607
6418,4,1617584350609
6419,3,1617584350613
6420,3,1617584350616
6421,3,1617584350619
6422,3,1617584350622
6423,2,1617584350625
6424,3,1617584350627
6425,3,1617584350630
6426,3,1617584350633
6427,3,1617584350636
6428,3,1617584350639
6429,3,1617584350642
6430,3,1617584350645
6431,3,1617584350648
6432,3,1617584350651
6433,3,1617584350654
6434,3,1617584350657
6435,3,1617584350660
6436,3,1617584350663
6437,3,1617584350666
6438,3,1617584350669
6439,3,1617584350672
6440,3,1617584350675
6441,3,1617584350678
6442,3,1617584350681
6443,3,1617584350684
6444,3,1617584350687
6445,3,1617584350690
6446,3,1617584350693
6447,3,1617584350696
6448,3,1617584350699
6449,3,1617584350702
6450,3,1617584350705
6451,3,1617584350708
6452,3,1617584350711
6453,3,1617584350714
6454,3,1617584350717
6455,3,1617584350720
6456,3,1617584350723
6457,3,1617584350726
